kor_co_nm: 애큐온저축은행 | fin_prdt_nm: 정기예금 | join_way: 영업점,인터넷,스마트폰,전화(텔레뱅킹) | mtrt_int: 만기후 1개월 이내 해지 시 : 약정금리(2019.07.01 신규부터 적용) 만기후 1개월 초과 이후 해지 시 : 보통예금이율(2019.07.01 신규부터 적용) | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: e-정기예금 | join_way: 인터넷 | mtrt_int: - 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용 (만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리) - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅 회전 e-정기예금 | join_way: 인터넷 | mtrt_int: - 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용 (만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리) - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: m-정기예금 | join_way: 스마트폰 | mtrt_int: - 만기 후 1개월 이하 : 가입 당시 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용 (만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리) - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 웰컴저축은행 | fin_prdt_nm: 웰뱅 회전 m-정기예금 | join_way: 스마트폰 | mtrt_int: - 만기 후 1개월 이하 : 마지막 회전주기의 약정금리나 만기시점의 동일 상품·계약기간의 신규약정금리 중 낮은 금리 적용 (만기시점의 동일 상품·계약기간이 없을 경우 : 가입 당시 약정금리) - 만기 후 1개월 초과 : 연 0.1% | spcl_cnd: - | join_deny: 1 | join_member: 제한없음 | max_limit: None
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK정기예금 | join_way: 영업점 | mtrt_int: 만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 10000000000
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK e-정기예금 | join_way: 인터넷,스마트폰 | mtrt_int: 만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 10000000000
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK안심정기예금(변동금리) | join_way: 영업점 | mtrt_int: 만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 10000000000
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK e-안심정기예금(변동금리) | join_way: 인터넷,스마트폰 | mtrt_int: 만기 후 1개월 이하 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과 시 부터 0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 제한없음 | max_limit: 10000000000
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK e-안심앱플러스정기예금(변동금리) | join_way: 스마트폰 | mtrt_int: 만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과: 연0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 실명의 개인 | max_limit: 10000000000
kor_co_nm: 오케이저축은행 | fin_prdt_nm: OK e-안심앱플러스정기예금6 (변동금리) | join_way: 스마트폰 | mtrt_int: 만기 후 1개월 이하: 약정이율 혹은 만기시점 해당상품 이율 중 낮은 이율, 만기 후 1개월 초과: 연0.1% | spcl_cnd: 없음 | join_deny: 1 | join_member: 실명의 개인 | max_limit: 10000000000
